Title,US_Gross,Worldwide_Gross,US_DVD_Sales,Production_Budget,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,Genre_Group
The Terminator,38019031,78019031,NA,6400000,Oct 26 1984,NA,NA,Orion Pictures,Original Screenplay,Action,Science Fiction,James Cameron,100,8.1,179606,Action
Tremors,16667084,16667084,NA,10000000,Jan 19 1990,NA,NA,Universal,Original Screenplay,Action,Science Fiction,NA,88,7.2,29840,Action
True Romance,12281000,12281000,NA,12500000,Sep 10 1993,NA,NA,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Tony Scott,91,7.9,73829,Thriller/Suspense
Tron,26918576,26918576,NA,17000000,Jul 09 1982,NA,NA,Walt Disney Pictures,Original Screenplay,Action,Science Fiction,NA,68,2.9,923,Action
Trapeze,14400000,14400000,NA,4000000,Dec 31 1955,NA,NA,NA,NA,NA,NA,NA,60,6.7,1570,Other
The Terrorist,195043,195043,NA,25000,Jan 14 2000,Not Rated,NA,Phaedra Cinema,NA,NA,NA,NA,NA,5.5,50,Other
Trois,1161843,1161843,NA,200000,Feb 11 2000,NC-17,NA,Rainforest Productions,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,NA,3.3,360,Thriller/Suspense
Things to Do in Denver when You're Dead,529766,529766,NA,15000000,Dec 01 1995,R,NA,Miramax,Original Screenplay,Black Comedy,Contemporary Fiction,NA,33,6.6,12789,Other
A Time to Kill,108766007,152266007,NA,40000000,Jul 24 1996,R,150,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Joel Schumacher,68,7.1,38577,Drama
Total Recall,119394839,261400000,NA,65000000,Jun 01 1990,NA,NA,Sony Pictures,Based on Book/Short Story,Action,Science Fiction,Paul Verhoeven,81,7.4,70355,Action
This Thing of Ours,37227,37227,NA,2000000,Jul 18 2003,Not Rated,NA,NA,NA,Drama,NA,NA,NA,5.2,316,Drama
Tootsie,177200000,177200000,NA,15000000,Dec 17 1982,NA,NA,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Sydney Pollack,87,7.4,31669,Comedy
That Thing You Do!,25857416,31748615,NA,2500000,Oct 04 1996,PG,110,20th Century Fox,Original Screenplay,Drama,Historical Fiction,Tom Hanks,92,6.7,25916,Drama
The Trouble With Harry,7000000,7000000,NA,1200000,Oct 03 1955,NA,NA,Paramount Pictures,NA,NA,NA,Alfred Hitchcock,89,7.2,11580,Other
Twins,111936388,216600000,NA,15000000,Dec 09 1988,NA,NA,Universal,Original Screenplay,Comedy,Contemporary Fiction,Ivan Reitman,33,NA,NA,Comedy
Twister,241888385,495900000,NA,88000000,May 10 1996,PG-13,117,Warner Bros.,Based on Book/Short Story,Action,Contemporary Fiction,Jan De Bont,57,6,61665,Action
Towering Inferno,116000000,139700000,NA,14000000,Dec 17 1974,NA,NA,20th Century Fox,NA,NA,NA,John Guillermin,NA,NA,NA,Other
Taxi Driver,21100000,21100000,NA,1000000,Feb 08 1976,NA,NA,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,Martin Scorsese,98,8.6,155774,Drama
Tycoon,121016,121016,NA,5000000,Jun 13 2003,Not Rated,NA,NA,NA,NA,NA,NA,NA,6,456,Other
Toy Story,191796233,361948825,NA,30000000,Nov 22 1995,G,NA,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,John Lasseter,100,8.2,151143,Adventure
Twilight Zone: The Movie,29500000,29500000,NA,10000000,Jun 24 1983,NA,NA,Warner Bros.,Based on TV,Horror,Fantasy,Steven Spielberg,67,6.3,12054,Horror
Unforgettable,2483790,2483790,NA,18000000,Feb 23 1996,R,NA,MGM,Original Screenplay,Thriller/Suspense,Science Fiction,John Dahl,23,5.7,2284,Thriller/Suspense
UHF,6157157,6157157,NA,5000000,Jul 21 1989,NA,NA,NA,NA,NA,NA,NA,55,6.6,12676,Other
Ulee's Gold,9054736,15600000,NA,2700000,Jun 13 1997,R,NA,Orion Pictures,Original Screenplay,Drama,Contemporary Fiction,NA,94,7,4041,Drama
Under Siege 2: Dark Territory,50024083,104324083,NA,60000000,Jul 14 1995,R,NA,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,NA,34,5.1,15218,Action
The Untouchables,76270454,76270454,NA,25000000,Jun 03 1987,NA,NA,Paramount Pictures,Based on TV,Action,Dramatization,Brian De Palma,81,8,86097,Action
Under the Rainbow,18826490,18826490,NA,20000000,Jul 31 1981,NA,NA,Warner Bros.,Original Screenplay,Comedy,Historical Fiction,NA,NA,4.9,1263,Comedy
Veer-Zaara,2938532,7017859,NA,7000000,Nov 12 2004,Not Rated,NA,Yash Raj Films,Original Screenplay,Drama,Contemporary Fiction,NA,NA,7.3,4155,Drama
Videodrome,2120439,2120439,NA,5952000,Feb 04 1983,NA,NA,Universal,Original Screenplay,Horror,Fantasy,David Cronenberg,NA,7.3,20080,Horror
Les Visiteurs,659000,98754000,NA,7000000,Jul 12 1996,R,NA,Miramax,Original Screenplay,Comedy,Fantasy,NA,NA,6.7,7393,Comedy
"Couloirs du temps: Les visiteurs 2, Les",146072,26146072,NA,20000000,Mar 27 1998,NA,NA,NA,Original Screenplay,Comedy,NA,NA,NA,NA,NA,Comedy
The Valley of Decision,9132000,9132000,NA,2160000,Dec 31 1944,NA,NA,NA,NA,NA,NA,NA,NA,7.3,682,Other
Vampire in Brooklyn,19637147,19637147,NA,14000000,Oct 27 1995,R,NA,Paramount Pictures,Original Screenplay,Horror,Fantasy,Wes Craven,11,4.3,8200,Horror
The Verdict,53977250,53977250,NA,16000000,Dec 08 1982,NA,NA,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,Sidney Lumet,96,7.7,10864,Drama
Virtuosity,23998226,23998226,NA,30000000,Aug 04 1995,R,NA,Paramount Pictures,Original Screenplay,Action,Science Fiction,NA,34,5.3,11079,Action
Everything Put Together,0,0,NA,500000,Nov 02 2001,R,NA,NA,NA,NA,NA,NA,NA,6.7,418,Other
A View to a Kill,50327960,152627960,NA,30000000,May 24 1985,NA,NA,MGM,Based on Book/Short Story,Action,Contemporary Fiction,John Glen,39,6.1,23770,Action
The Work and the Glory: American Zion,2025032,2025032,NA,6500000,Oct 21 2005,PG-13,100,Vineyard Distribution,Based on Book/Short Story,Drama,Historical Fiction,NA,NA,5.6,365,Drama
A Walk on the Moon,4741987,4741987,NA,14000000,Mar 26 1999,R,NA,Miramax,Original Screenplay,Drama,Historical Fiction,Tony Goldwyn,74,6.4,4125,Drama
The Work and the Glory,3347647,3347647,NA,7500000,Nov 24 2004,PG,NA,Excel Entertainment,Based on Book/Short Story,Drama,Contemporary Fiction,NA,17,6,531,Drama
The Work and the Story,16137,16137,NA,103000,Oct 03 2003,Not Rated,NA,Off-Hollywood Distribution,NA,Comedy,NA,NA,NA,5.1,82,Comedy
What the #$'! Do We Know,10941801,10941801,NA,4000000,Feb 06 2004,Not Rated,NA,Captured Light,Based on Real Life Events,Documentary,Factual,NA,NA,NA,NA,Other
Waiting for Guffman,2922988,2922988,NA,4000000,Jan 31 1997,R,NA,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,Christopher Guest,NA,7.4,14880,Comedy
Who Framed Roger Rabbit?,154112492,351500000,NA,70000000,Jun 22 1988,NA,NA,Walt Disney Pictures,Based on Book/Short Story,Comedy,Fantasy,Robert Zemeckis,98,7.6,53541,Comedy
White Fang,34729091,34729091,NA,14000000,Jan 18 1991,NA,NA,Walt Disney Pictures,Based on Book/Short Story,Adventure,Historical Fiction,Randal Kleiser,67,NA,NA,Adventure
White Squall,10229300,10229300,NA,38000000,Feb 02 1996,PG-13,NA,Walt Disney Pictures,Based on Real Life Events,Adventure,Dramatization,Ridley Scott,63,6.4,8385,Adventure
What's Eating Gilbert Grape,9170214,9170214,NA,11000000,Dec 25 1993,NA,NA,Paramount Pictures,NA,Drama,NA,Lasse Hallstrom,88,7.8,51219,Drama
Witchboard,7369373,7369373,NA,2000000,Dec 31 1986,NA,NA,Cinema Guild,Original Screenplay,Horror,Fantasy,NA,NA,5.2,1666,Horror
The Wiz,13000000,13000000,NA,24000000,Oct 24 1978,NA,NA,NA,NA,Musical,NA,Sidney Lumet,37,4.5,4896,Musical
Walking and Talking,1287480,1615787,NA,1000000,Jul 17 1996,R,NA,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,86,6.5,1756,Romantic Comedy
The Wild Bunch,509424,509424,NA,6000000,Jun 18 1969,NA,NA,Warner Bros.,Original Screenplay,Western,Historical Fiction,Sam Peckinpah,97,8.2,31196,Other
Wall Street,43848100,43848100,NA,15000000,Dec 11 1987,NA,NA,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,Oliver Stone,78,7.3,35454,Drama
Waterloo,NA,NA,NA,25000000,Jan 01 1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other
The Wrong Man,2000000,2000000,NA,1200000,Dec 23 1956,NA,NA,Warner Bros.,NA,NA,NA,Alfred Hitchcock,89,7.5,7531,Other
Woman Chaser,110719,110719,NA,150000,Jun 23 2000,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other
Wings,NA,NA,NA,2000000,Aug 12 2027,NA,NA,NA,NA,NA,NA,NA,96,7.9,3035,Other
We're No Angels,10555348,10555348,NA,20000000,Dec 15 1989,NA,NA,Paramount Pictures,Based on Play,Comedy,Contemporary Fiction,Neil Jordan,50,5.6,7839,Comedy
Wolf,65011757,131011757,NA,70000000,Jun 17 1994,R,NA,Sony Pictures,Original Screenplay,Thriller/Suspense,Fantasy,Mike Nichols,60,6,20035,Thriller/Suspense
Warriors of Virtue,6448817,6448817,NA,35000000,May 02 1997,PG,NA,MGM,Original Screenplay,Action,Contemporary Fiction,Ronny Yu,10,4,1202,Action
War Games,74433837,74433837,NA,12000000,Jun 03 1983,NA,NA,MGM,Original Screenplay,Thriller/Suspense,Science Fiction,John Badham,NA,6.4,88,Thriller/Suspense
Warlock,8824553,8824553,NA,7000000,Jan 10 1991,NA,NA,Trimark,Original Screenplay,Horror,Science Fiction,Steve Miner,NA,5.9,4921,Horror
War and Peace,12500000,12500000,NA,6000000,Dec 31 1955,PG,NA,NA,NA,NA,NA,King Vidor,50,6.8,2923,Other
Warlock: The Armageddon,3902679,3902679,NA,3000000,Sep 24 1993,NA,NA,Trimark,Original Screenplay,Horror,Science Fiction,NA,NA,4.9,1888,Horror
Wasabi,81525,7000000,NA,15300000,Sep 27 2002,R,NA,Sony Pictures,NA,NA,NA,NA,NA,6.5,11647,Other
West Side Story,43700000,43700000,NA,6000000,Oct 18 1961,NA,NA,NA,NA,NA,NA,Robert Wise,92,7.7,29488,Other
When The Cat's Away,1652472,2525984,NA,300000,Sep 20 1996,R,NA,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,NA,NA,NA,NA,Comedy
Welcome to the Dollhouse,4198137,4726732,NA,800000,May 10 1996,R,NA,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,Todd Solondz,NA,7.3,13469,Comedy
Witness,65532576,65532576,NA,12000000,Feb 08 1985,NA,NA,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Peter Weir,94,7.6,30460,Thriller/Suspense
Waterworld,88246220,264246220,NA,175000000,Jul 28 1995,PG-13,NA,Universal,Original Screenplay,Action,Science Fiction,Kevin Reynolds,42,5.7,54126,Action
Willy Wonka & the Chocolate Factory,4000000,4000000,NA,3000000,Jun 30 1971,NA,NA,NA,NA,NA,NA,NA,90,7.8,46824,Other
Wayne's World,121697323,183097323,NA,20000000,Feb 14 1992,PG-13,NA,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,Penelope Spheeris,84,6.9,42570,Comedy
Wyatt Earp,25052000,25052000,NA,63000000,Jun 24 1994,PG-13,NA,Warner Bros.,Based on Real Life Events,Western,Dramatization,Lawrence Kasdan,42,6.4,15614,Other
The Wizard of Oz,28202232,28202232,NA,2777000,Aug 25 2039,G,103,Warner Bros.,Based on Book/Short Story,Musical,Fantasy,King Vidor,NA,8.3,102795,Musical
Executive Decision,56679192,122079192,NA,55000000,Mar 15 1996,R,132,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,65,6.3,18569,Thriller/Suspense
Exodus,21750000,21750000,NA,4000000,Jan 01 1960,NA,NA,NA,NA,NA,NA,NA,67,6.8,3546,Other
The Exorcist,204632868,402500000,NA,12000000,Dec 26 1973,R,NA,Warner Bros.,Based on Book/Short Story,Horror,Contemporary Fiction,William Friedkin,84,8.1,103131,Horror
Extreme Measures,17378193,17378193,NA,38000000,Sep 27 1996,R,117,Sony Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Michael Apted,55,5.9,8038,Drama
You Can't Take It With You,4000000,4000000,NA,1644000,Dec 31 1937,NA,NA,NA,NA,NA,NA,Frank Capra,96,8,8597,Other
Eye for an Eye,26792700,26792700,NA,20000000,Jan 12 1996,R,101,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,John Schlesinger,NA,5.7,4837,Drama
Young Guns,44726644,44726644,NA,13000000,Aug 12 1988,NA,NA,20th Century Fox,Original Screenplay,Western,Historical Fiction,NA,40,6.6,21404,Other
Young Frankenstein,86300000,86300000,15500333,2800000,Dec 15 1974,NA,NA,20th Century Fox,NA,NA,NA,Mel Brooks,93,8,57106,Other
Yentl,39012241,39012241,NA,12000000,Nov 18 1983,NA,NA,MGM/UA Classics,Based on Book/Short Story,Musical,NA,Barbra Streisand,71,6.2,4952,Musical
You Only Live Twice,43100000,111600000,NA,9500000,Jun 13 1967,NA,NA,MGM,Based on Book/Short Story,Action,NA,NA,70,7,24701,Action
Ayurveda: Art of Being,16892,2066892,NA,300000,Jul 19 2002,Not Rated,NA,Kino International,NA,Documentary,Factual,NA,NA,7.3,181,Other
Young Sherlock Holmes,19739000,19739000,NA,18000000,Dec 04 1985,NA,NA,Paramount Pictures,Based on Book/Short Story,Adventure,Historical Fiction,Barry Levinson,63,6.5,7293,Adventure
102 Dalmatians,66941559,66941559,NA,85000000,Nov 22 2000,G,100,Walt Disney Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Kevin Lima,30,4.4,7147,Comedy
Ten Things I Hate About You,38177966,38177966,NA,13000000,Mar 31 1999,PG-13,97,Walt Disney Pictures,Based on Play,Romantic Comedy,Contemporary Fiction,NA,NA,6.9,61910,Romantic Comedy
"10,000 B.C.",94784201,269065678,27044045,105000000,Mar 07 2008,PG-13,NA,Warner Bros.,Original Screenplay,Adventure,Historical Fiction,Roland Emmerich,9,5.8,134,Adventure
10th & Wolf,54702,54702,NA,8000000,Aug 18 2006,Not Rated,NA,ThinkFilm,Based on Real Life Events,Drama,Dramatization,Robert Moresco,19,6.3,3655,Drama
11:14,0,0,NA,6000000,Aug 12 2005,R,NA,NA,NA,NA,NA,NA,NA,7.3,18261,Other
Cloverfield,80048433,170764033,29180398,25000000,Jan 18 2008,PG-13,NA,Paramount Pictures,Original Screenplay,Action,Science Fiction,Matt Reeves,76,7.4,136068,Action
12 Rounds,12234694,18184083,8283859,20000000,Mar 27 2009,PG-13,108,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Renny Harlin,28,5.4,8914,Action
Thirteen Conversations About One Thing,3287435,3705923,NA,3000000,May 24 2002,R,NA,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,NA,NA,7.1,6188,Drama
13 Going On 30,57139723,96439723,NA,30000000,Apr 23 2004,PG-13,98,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Gary Winick,NA,6.1,32634,Comedy
Thirteen Ghosts,41867960,68467960,NA,19000000,Oct 26 2001,R,91,Warner Bros.,Original Screenplay,Horror,Fantasy,NA,NA,5.1,23243,Horror
1408,71985628,128529299,49668544,22500000,Jun 22 2007,PG-13,102,MGM,Based on Book/Short Story,Horror,Contemporary Fiction,NA,78,6.9,72913,Horror
15 Minutes,24375436,56331864,NA,42000000,Mar 09 2001,R,120,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,32,6.1,25566,Thriller/Suspense
16 to Life,10744,10744,NA,1000000,Sep 03 2010,NA,NA,Waterdog Films,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,NA,NA,NA,Romantic Comedy
16 Blocks,36895141,65595141,17523555,45000000,Mar 03 2006,PG-13,NA,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Richard Donner,55,6.7,41207,Action
One Man's Hero,229311,229311,NA,18000000,Sep 24 1999,NA,NA,MGM,NA,NA,NA,NA,NA,5.7,627,Other
First Daughter,9055010,10419084,NA,30000000,Sep 24 2004,PG,NA,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Forest Whitaker,8,4.7,6839,Romantic Comedy
2012,166112167,766812167,50736023,200000000,Nov 13 2009,PG-13,158,Sony Pictures,Original Screenplay,Action,Science Fiction,Roland Emmerich,39,6.2,396,Action
2046,1442338,19202856,NA,12000000,Aug 05 2005,R,NA,Sony Pictures Classics,Original Screenplay,Drama,Science Fiction,Wong Kar-wai,NA,7.5,19431,Drama
20 Dates,541636,541636,NA,66000,Feb 26 1999,R,NA,Fox Searchlight,Original Screenplay,Comedy,NA,NA,NA,4.9,1423,Comedy
21,81159365,157852532,25789928,35000000,Mar 21 2008,PG-13,NA,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Robert Luketic,35,6.7,60918,Thriller/Suspense
21 Grams,16248701,60448701,NA,20000000,Nov 21 2003,R,NA,Focus Features,Original Screenplay,Drama,Contemporary Fiction,Alejandro Gonzalez Inarritu,81,7.9,77910,Drama
25th Hour,13084595,23928503,NA,4500000,Dec 19 2002,R,NA,Walt Disney Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Spike Lee,78,7.9,58781,Drama
28 Days,37035515,62063972,NA,43000000,Apr 14 2000,PG-13,103,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Betty Thomas,30,5.8,17937,Comedy
28 Days Later...,45064915,82719885,NA,15000000,Jun 27 2003,R,113,Fox Searchlight,Original Screenplay,Horror,Science Fiction,Danny Boyle,89,7.6,103525,Horror
28 Weeks Later,28638916,64238440,24422887,15000000,May 11 2007,R,91,20th Century Fox,Original Screenplay,Horror,Science Fiction,NA,NA,7.1,69558,Horror
Two Brothers,18947630,39925603,NA,72000000,Jun 25 2004,PG,NA,Universal,Original Screenplay,Drama,Kids Fiction,Jean-Jacques Annaud,77,6,127,Drama
Cop Out,44875481,44875481,11433110,37000000,Feb 26 2010,R,NA,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Kevin Smith,19,5.7,16520,Comedy
Two Lovers,3149034,11549034,NA,12000000,Feb 13 2009,R,NA,Magnolia Pictures,Original Screenplay,Drama,Contemporary Fiction,James Gray,NA,7.3,10325,Drama
2 For the Money,22991379,27848418,NA,20000000,Oct 07 2005,R,123,Universal,Original Screenplay,Drama,Contemporary Fiction,D.J. Caruso,NA,NA,NA,Drama
Secondhand Lions,42023715,47855342,NA,30000000,Sep 19 2003,PG,111,New Line,Original Screenplay,Drama,Historical Fiction,NA,60,7.5,19040,Drama
Two Can Play That Game,22235901,22391450,NA,13000000,Sep 07 2001,R,91,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,43,5.6,2370,Romantic Comedy
Two Weeks Notice,93354918,199043309,NA,60000000,Dec 20 2002,PG-13,110,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,42,5.8,35515,Romantic Comedy
300,210614939,456068181,261252400,60000000,Mar 09 2007,R,117,Warner Bros.,Based on Comic/Graphic Novel,Action,Historical Fiction,Zack Snyder,60,7.8,235508,Action
30 Days of Night,39568996,75066323,26908243,30000000,Oct 19 2007,R,NA,Sony Pictures,Based on Comic/Graphic Novel,Horror,Fantasy,NA,49,6.6,52518,Horror
Three Kings,60652036,107752036,NA,48000000,Oct 01 1999,R,115,Warner Bros.,Original Screenplay,Action,Historical Fiction,David O. Russell,94,7.3,68726,Action
3000 Miles to Graceland,15738632,18708848,NA,62000000,Feb 23 2001,R,NA,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,NA,14,5.6,20094,Drama
3 Strikes,9821335,9821335,NA,4000000,Mar 01 2000,R,NA,MGM,Original Screenplay,Comedy,Contemporary Fiction,NA,NA,2.9,905,Comedy
3:10 to Yuma,53606916,69791889,51359371,48000000,Sep 02 2007,R,117,Lionsgate,Remake,Western,Historical Fiction,James Mangold,89,7.9,98355,Other
40 Days and 40 Nights,37939782,95092667,NA,17000000,Mar 01 2002,R,96,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,Michael Lehmann,38,5.4,27912,Romantic Comedy
The 40 Year-old Virgin,109449237,177339049,NA,26000000,Aug 19 2005,R,111,Universal,Original Screenplay,Comedy,Contemporary Fiction,Judd Apatow,NA,7.5,94557,Comedy
Four Brothers,74494381,92494381,NA,30000000,Aug 12 2005,R,109,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,John Singleton,52,6.8,38311,Drama
Four Christmases,120146040,163546040,26029004,80000000,Nov 26 2008,PG-13,NA,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Seth Gordon,25,5.7,14690,Comedy
The Four Feathers,18306166,29882645,NA,35000000,Sep 20 2002,PG-13,NA,Paramount Pictures,Based on Book/Short Story,Drama,Historical Fiction,Shekhar Kapur,41,6.3,13204,Drama
The Fourth Kind,26218170,41826604,6244985,10000000,Nov 06 2009,PG-13,NA,Universal,Original Screenplay,Thriller/Suspense,Historical Fiction,NA,17,6,16107,Thriller/Suspense
"4 luni, 3 saptamani si 2 zile",1196321,4723542,NA,900000,Jan 25 2008,Not Rated,NA,IFC Films,Original Screenplay,Drama,Historical Fiction,NA,NA,NA,NA,Drama
50 First Dates,120776832,196376832,NA,75000000,Feb 13 2004,PG-13,99,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Peter Segal,44,6.8,64701,Romantic Comedy
Six-String Samurai,134624,134624,NA,2000000,Sep 18 1998,PG-13,NA,Palm Pictures,NA,NA,NA,NA,60,6.4,3462,Other
The 6th Day,34543701,96024898,NA,82000000,Nov 17 2000,PG-13,123,Sony Pictures,Original Screenplay,Action,Science Fiction,Roger Spottiswoode,40,5.8,32606,Action
Seven Pounds,69951824,166617328,27601737,54000000,Dec 19 2008,PG-13,NA,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,Gabriele Muccino,27,7.6,62718,Drama
88 Minutes,16930884,32955399,11385055,30000000,Apr 18 2008,R,106,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Jon Avnet,5,5.9,31205,Thriller/Suspense
Eight Below,81612565,120612565,104578578,40000000,Feb 17 2006,PG,NA,Walt Disney Pictures,Remake,Adventure,Contemporary Fiction,Frank Marshall,71,7.3,17717,Adventure
Eight Legged Freaks,17266505,17266505,NA,30000000,Jul 17 2002,PG-13,NA,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,NA,47,5.4,18173,Comedy
8 Mile,116724075,242924075,NA,41000000,Nov 08 2002,R,110,Universal,Original Screenplay,Drama,Contemporary Fiction,Curtis Hanson,74,6.7,55877,Drama
8 femmes,3076425,42376425,NA,8000000,Sep 20 2002,R,NA,Focus Features,Based on Play,Musical,Contemporary Fiction,NA,NA,7,13631,Musical
9,31749894,46603791,8655698,30000000,Sep 09 2009,PG-13,NA,Focus Features,Original Screenplay,Adventure,Fantasy,Shane Acker,NA,7.8,1488,Adventure
Nine Queens,1222889,12412889,NA,1500000,Apr 19 2002,R,NA,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,NA,NA,NA,NA,Drama
The Whole Ten Yards,16323969,26323969,NA,30000000,Apr 09 2004,PG-13,NA,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Howard Deutch,4,5.1,20807,Comedy
The Whole Nine Yards,57262492,85262492,NA,24000000,Feb 18 2000,R,99,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,NA,45,6.6,42928,Comedy
About a Boy,40803000,129949664,NA,27000000,May 17 2002,PG-13,101,Universal,Based on Book/Short Story,Romantic Comedy,Contemporary Fiction,Paul Weitz,93,7.4,48875,Romantic Comedy
A Bug's Life,162798565,363109485,NA,45000000,Nov 20 1998,G,96,Walt Disney Pictures,Original Screenplay,Adventure,Fantasy,John Lasseter,91,7.3,56866,Adventure
Abandon,10719367,12219367,NA,25000000,Oct 18 2002,PG-13,NA,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,17,4.8,5361,Thriller/Suspense
Absolute Power,50068310,50068310,NA,50000000,Feb 14 1997,R,120,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Clint Eastwood,46,6.5,20154,Thriller/Suspense
